"from","to","time","train"
"STD","KEM","840","CNM > SWI"
"STD","SHU","300","PAD > CNM"
"STE","MTC","240","SAC > SUO"
"STE","SRC","180","LBG > WCY"
"STE","SUO","720","LBG > EPS"
"STE","TOO","240","LUT > SUO"
"STE","TUH","180","WIM > LBG"
"STH","FXN","180","KGX > CBG"
"STH","MEL","180","CBG > KGX"
"STK","BIL","420","MBR > HEX"
"STK","TBY","420","HEX > MBR"
"STL","EAL","300","RDG > PAD"
"STL","HAY","240","PAD > HAY"
"STL","WEA","240","HAY > PAD"
"STM","AIG","120","SOP > HNX"
"STM","BRW","180","HNX > SOP"
"STP","KTN","240","SEV > WHP"
"STP","LEI","3720","STP > SHF"
"STP","LUT","1260","STP > COR"
"STP","MHR","3240","STP > NOT"
"STP","SAC","1260","SUO > BDM"
"STP","WHP","480","SEV > BDM"
"STP","ZFD","300","SAC > SUO"
"STS","PLY","720","PNZ > PAD"
"STU","CBW","240","RAM > AFK"
"STU","MSR","660","CHX > RAM"
"STW","TED","180","WAT > WAT"
"STW","TWI","240","SHP > WAT"
"STY","SAV","300","SBJ > SAV"
"STY","WMC","180","SAV > SBJ"
"SUC","SIH","180","SUO > BDM"
"SUC","WSU","180","LUT > SUO"
"SUD","MYB","1020","WRU > MYB"
"SUN","HEW","780","MBR > HEX"
"SUN","HPL","1440","SUN > KGX"
"SUN","SEA","420","HEX > MBR"
"SUO","CHE","180","LBG > EPS"
"SUO","CSB","180","EPS > LBG"
"SUO","CSH","180","GLD > VIC"
"SUO","WSU","180","SUO > BDM"
"SUP","BMN","120","GRP > BMN"
"SUP","GRP","180","BMN > GRP"
"SUR","BRS","120","HMC > WAT"
"SUR","HYW","240","WAT > GLD"
"SUR","NEM","240","GLD > WAT"
"SUR","THD","240","WAT > HMC"
"SUR","WAL","420","WAT > BSK"
"SUR","WAT","1080","SOU > WAT"
"SUR","WBY","600","WAT > AON"
"SUT","BHM","1020","LIC > LOB"
"SUT","FOK","300","RDC > FOK"
"SUT","WYL","120","LTV > RDC"
"SUU","HMP","240","SHP > WAT"
"SUU","UPH","120","WAT > SHP"
"SUY","BUE","420","SUY > MKT"
"SVG","FPK","1200","PBO > KGX"
"SVG","GRA","2640","KGX > LDS"
"SVG","HIT","300","KGX > PBO"
"SVG","KBW","240","LET > KGX"
"SVG","KGX","1560","HGT > KGX"
"SVG","PBO","1800","KGX > YRK"
"SVL","BUD","300","WDM > OXN"
"SVL","WDM","360","OXN > WDM"
"SVR","ARN","240","MIA > BIF"
"SVR","CNF","420","BIF > PRE"
"SVS","HRY","420","SVS > GPO"
"SWD","CLM","300","LCN > LEI"
"SWD","HKM","360","NNG > LCN"
"SWG","SDN","180","ROM > SAL"
"SWG","SOA","120","SAL > ROM"
"SWI","CPM","780","PAD > BRI"
"SWI","DID","1020","CNM > PAD"
"SWI","KEM","720","PAD > CNM"
"SWI","RDG","1620","PNZ > PAD"
"SWK","FSG","120","BOG > BTN"
"SWK","PLD","240","SOU > BTN"
"SWK","SSE","180","BTN > WWO"
"SWL","KML","240","SSS > SIT"
"SWL","QBR","240","SIT > SSS"
"SWM","GNH","180","GRV > CHX"
"SWM","NFL","120","CHX > GRV"
"SWN","MEX","180","LCN > AWK"
"SWN","MRP","540","SHF > YRK"
"SWN","RMC","660","SCU > SHF"
"SWO","AYH","180","DVP > VIC"
"SWR","KMH","240","BLY > BDM"
"SWR","MLB","180","BDM > BLY"
"SWS","LEI","420","BHM > LEI"
"SWT","HUD","540","PRE > HUD"
"SWT","MSN","300","HUD > WGW"
"SWY","BCU","300","POO > WAT"
"SWY","NWM","300","WAT > POO"
"SXY","GBL","720","SLR > DON"
"SXY","LCN","780","SCU > LCN"
"SYA","WML","180","MAN > CRE"
"SYB","AHN","240","HUD > WGW"
"SYB","HUD","1200","LIV > SCA"
"SYB","MAN","900","SCA > LIV"
"SYB","MSL","240","PRE > HUD"
"SYD","CYP","240","LBG > VIC"
"SYD","FOH","120","CAT > LBG"
"SYD","PNW","180","LBG > CAT"
"SYH","WDU","120","ORP > VIC"
"SYL","BFD","120","WYB > WAT"
"SYL","ISL","120","WAT > WYB"
"SYS","LEI","660","LCN > LEI"
"SYS","SIL","300","LEI > LCN"
"SYT","HAD","240","LWT > NRW"
"SYT","OUN","360","NRW > LWT"
"TAB","BHM","960","RGL > BHM"
"TAB","BSC","180","WVH > WSL"
"TAB","HSD","240","WSL > WVH"
"TAB","WSL","420","BHM > RGL"
"TAC","HYD","300","PAD > BAN"
"TAD","KND","180","TAT > VIC"
"TAD","TAT","360","PUR > TAT"
"TAM","ATH","480","CRE > EUS"
"TAM","BUT","600","BHM > NOT"
"TAM","LTV","360","EUS > CRE"
"TAM","WNE","180","NOT > BHM"
"TAP","BNM","60","RDG > PAD"
"TAP","MAI","240","PAD > RDG"
"TAT","TAD","240","TAT > VIC"
"TAU","BRI","1980","PNZ > PAD"
"TAU","BWT","660","TAU > BPW"
"TAU","EXD","1380","PAD > PGN"
"TAU","TVP","660","MAN > PGN"
"TAU","WSM","1320","PGN > PAD"
"TBD","CRW","180","LBG > HRH"
"TBD","ECR","1200","BTN > LBG"
"TBD","GTW","240","BOG > VIC"
"TBD","HHE","540","BDM > BTN"
"TBW","FRT","240","CHX > HGS"
"TBW","HIB","180","ORE > CHX"
"TBY","EAG","420","SLB > DAR"
"TBY","MBR","480","HEX > MBR"
"TBY","STK","300","MBR > HEX"
"TBY","YRM","480","MBR > MIA"
"TED","FLW","240","WAT > SHP"
"TED","HMW","180","WAT > WAT"
"TEY","FAV","360","VIC > RAM"
"TEY","SIT","360","DVP > VIC"
"TFC","OKN","120","BHM > SHR"
"TFC","SFN","300","SHR > BHM"
"TGM","DWL","360","PGN > PAD"
"TGM","NTA","420","EXM > PGN"
"THA","MDG","300","NBY > RDG"
"THA","NBY","360","RDG > BDW"
"THA","NRC","240","MAI > NBY"
"THA","THE","480","BDW > PAD"
"THD","HMC","180","WAT > HMC"
"THD","SUR","300","HMC > WAT"
"THE","AMT","300","MAI > NBY"
"THE","RDG","540","BDW > PAD"
"THE","RDW","420","NBY > RDG"
"THE","THA","480","PAD > NBY"
"THH","ECL","180","WGN > LIV"
"THH","SNH","180","LIV > WGN"
"THI","NTR","540","MIA > MBR"
"THI","YRK","1140","SUN > KGX"
"THL","BKW","180","EUS > BHM"
"THL","CNL","180","BHM > NMP"
"THL","HIA","360","NMP > BHM"
"THO","YET","180","GCR > WEY"
"THO","YVP","480","WEY > BRI"
"THU","BSB","180","NOT > NCT"
"THU","LOW","240","NCT > MAT"
"THW","BSW","360","KID > MYB"
"THW","JEQ","240","WOF > WTE"
"THW","SGB","180","SAV > SBJ"
"TIP","CSY","180","WSL > WVH"
"TIP","DDP","120","WVH > WSL"
"TIS","GIL","600","SAL > EXD"
"TIS","SAL","900","EXD > WAT"
"TLH","PAN","300","PAD > OXF"
"TLK","EWD","180","SAV > SBJ"
"TLK","WDE","120","SBJ > SAV"
"TLS","KBX","300","WTM > WON"
"TLS","WEE","240","WON > COL"
"TLS","WIV","600","CLT > COL"
"TMC","GIL","420","EXD > WAT"
"TMC","SHE","420","SAL > EXD"
"TNA","GOX","300","CLE > BAU"
"TNA","ULC","240","BAU > CLE"
"TNN","GOO","540","DON > HUL"
"TNN","HFS","360","BEV > DON"
"TNS","CWE","480","SHF > SCU"
"TNS","HFS","420","SCU > SHF"
"TOD","BYM","960","WGW > BBN"
"TOD","HBD","360","MCV > LDS"
"TOD","LTL","420","BBN > WGW"
"TOD","RCD","600","SBY > MCV"
"TOK","HGS","420","AFK > BTN"
"TOK","ORE","360","AFK > HGS"
"TOK","RYE","600","BTN > AFK"
"TOL","CSN","180","WAT > CSS"
"TOL","MAL","120","CSS > WAT"
"TOM","LEB","240","BIS > SRA"
"TOM","NUM","120","SRA > BIS"
"TON","HIB","360","CHX > TBW"
"TON","HLB","240","TBW > CHX"
"TON","LIH","240","TON > VIC"
"TON","PDW","420","CHX > DVP"
"TON","SEV","540","RAM > CHX"
"TOO","HYR","180","LUT > SUO"
"TOO","STE","420","SUO > BDM"
"TOP","EXN","180","PGN > EXM"
"TOP","LYM","360","BNP > EXM"
"TOP","NCO","180","EXM > PGN"
"TOT","NTA","720","PNZ > PAD"
"TQY","PGN","420","EXM > PGN"
"TQY","TRR","180","PGN > PAD"
"TRA","DGT","540","LIV > MCO"
"TRA","URM","180","MCO > LIV"
"TRI","APS","540","TRI > EUS"
"TRI","BKM","240","NMP > EUS"
"TRI","CED","300","EUS > MKC"
"TRI","LBZ","480","SCY > MKC"
"TRM","DBR","600","FLX > IPS"
"TRM","FLX","360","IPS > FLX"
"TRO","BOA","360","WEY > BRI"
"TRO","MKM","540","WSB > SWI"
"TRO","WSB","420","GMV > WSB"
"TRR","NTA","480","PGN > PAD"
"TRR","TQY","180","EXM > PGN"
"TRS","BSE","360","HPQ > CBG"
"TRS","ESW","360","CBG > IPS"
"TRU","SAU","960","PNZ > PAD"
"TTF","ATL","840","CBG > NRW"
"TTF","BND","420","NRW > CBG"
"TTF","ELY","1260","NRW > LIV"
"TTF","NRW","2100","LIV > NRW"
"TTH","NRB","180","CAT > VIC"
"TTH","SRS","120","MKC > ECR"
"TTN","ANF","300","WAT > POO"
"TTN","BCU","660","WAT > WEY"
"TTN","SOU","300","POO > WAT"
"TUH","HNH","180","SUO > BDM"
"TUH","NDL","180","WIM > LBG"
"TUH","STE","240","LUT > SUO"
"TUH","WNW","180","LBG > BKJ"
"TUT","DBY","1260","CRE > DBY"
"TUT","UTT","600","DBY > CRE"
"TVP","EXD","780","MAN > PGN"
"TVP","TAU","780","PNZ > PAD"
"TWI","FEL","360","WAT > RDG"
"TWI","RMD","240","RDG > WAT"
"TWI","SMG","120","SHP > WAT"
"TWI","STW","180","WAT > WAT"
"TWN","AUG","180","LVC > OMS"
"TWN","MAG","300","OMS > LVC"
"TWY","MAI","540","RDG > PAD"
"TWY","RDG","600","PAD > RDG"
"TWY","WGV","240","TWY > HOT"
"TYS","ACG","180","WOS > DDG"
"TYS","BMO","240","DDG > BSW"
"TYS","SMA","120","SAV > BSW"
"TYS","SRI","120","WOF > WTE"
"UCK","BXD","240","UCK > LBG"
"UHL","CRH","420","GPO > SVS"
"UHL","GPO","540","SVS > GPO"
"ULC","HAB","240","BAU > CLE"
"ULC","TNA","240","CLE > BAU"
"ULL","YRK","960","SHF > YRK"
"ULV","CAK","480","BIF > PRE"
"ULV","DLT","480","MIA > BIF"
"UMB","BNP","720","EXM > BNP"
"UMB","KGN","720","BNP > EXM"
"UNI","BHM","540","HFD > BHM"
"UNI","BTG","660","BHM > HFD"
"UNI","FWY","180","RDC > LTV"
"UNI","SLY","120","LTV > RDC"
"UPH","SHP","420","WAT > SHP"
"UPH","SUU","120","SHP > WAT"
"UPL","ORR","180","KIR > SYB"
"UPL","RNF","240","MCV > KIR"
"UPM","EMP","240","UPM > RMF"
"UPW","DCH","420","WEY > WAT"
"UPW","DCW","420","WEY > BRI"
"UPW","WEY","420","GCR > WEY"
"URM","FLI","180","MCO > LIV"
"URM","HUP","120","LIV > MCO"
"UTT","BYB","840","DBY > CRE"
"UTT","TUT","540","CRE > DBY"
"UWL","RDD","180","EGR > VIC"
"UWL","WOH","240","VIC > EGR"
"VIC","BAK","240","VIC > SUO"
"VIC","BMS","1020","VIC > RAM"
"VIC","BRX","420","VIC > ORP"
"VIC","CLJ","300","VIC > PMH"
"VIC","DMK","540","VIC > RTR"
"VIR","CHY","300","WAT > WYB"
"VIR","EGH","240","RDG > WAT"
"VIR","LNG","240","WAT > RDG"
"VXH","CLJ","240","WAT > SHP"
"VXH","QRB","180","WAT > WYB"
"VXH","WAT","360","WAT > WAT"
"WAC","BWD","300","LIV > MCO"
"WAC","LPY","1020","SCA > LIV"
"WAC","SNK","240","MCO > LIV"
"WAC","WID","480","NRW > LIV"
"WAD","FRT","240","ORE > CHX"
"WAD","SOG","360","CHX > HGS"
"WAE","CHX","360","RAM > CHX"
"WAE","LBG","240","CHX > TBW"
"WAE","SEV","1740","CHX > HGS"
"WAE","TON","2100","CHX > RAM"
"WAL","HER","180","FNH > WAT"
"WAL","WYB","240","WAT > BSK"
"WAM","MTM","300","RAM > CHX"
"WAN","ASH","240","SFR > RDG"
"WAN","GLD","420","ACT > GLD"
"WAO","KKD","120","OMS > LVC"
"WAO","OPK","120","LVC > OMS"
"WAR","SMT","240","HFE > SRA"
"WAT","CLJ","420","WAT > RDG"
"WAT","SUR","1080","WAT > BSK"
"WAT","VXH","240","WAT > WYB"
"WAT","WOK","1380","WAT > WEY"
"WAV","BGE","180","LIV > WGN"
"WAV","EDG","180","MCV > LIV"
"WAV","LIV","480","MIA > LIV"
"WAV","SHJ","540","LIV > MIA"
"WBC","CBG","420","KLN > KGX"
"WBC","ELY","600","KGX > KLN"
"WBL","EMS","180","SOU > HRH"
"WBL","HAV","120","LIT > PMS"
"WBO","SMO","120","LUT > SUO"
"WBO","WIM","180","SUO > BDM"
"WBP","IMW","180","SRA > CLJ"
"WBP","KPA","180","CDN > WFJ"
"WBQ","ERL","540","CTR > MAN"
"WBR","CEF","420","MAN > BUX"
"WBR","FNV","180","BUX > MAN"
"WBY","BFN","180","FNH > WAT"
"WBY","WOK","480","WAT > AON"
"WBY","WYB","240","WOK > WAT"
"WCH","ADV","480","WAT > SAL"
"WCH","OVR","360","GIL > WAT"
"WCM","MES","360","LWT > IPS"
"WCM","SAX","600","IPS > LWT"
"WCP","MOT","180","EPS > WAT"
"WCX","MYB","780","HWY > MYB"
"WCX","SDH","240","MYB > GER"
"WCY","NWD","420","EPS > LBG"
"WCY","SRS","240","SUO > VIC"
"WDB","IPS","1080","LWT > IPS"
"WDB","MES","240","IPS > LWT"
"WDE","DZY","180","SBJ > SAV"
"WDE","TLK","120","SAV > SBJ"
"WDH","DAN","360","LCN > AWK"
"WDH","KIV","420","SCU > LCN"
"WDM","SVL","300","WDM > OXN"
"WDO","WCY","180","EPS > LBG"
"WDS","CFD","540","LDS > KNO"
"WDS","LDS","780","SHF > LDS"
"WDT","HAY","300","RDG > PAD"
"WDT","IVR","180","PAD > RDG"
"WDT","SLO","420","PAD > MAI"
"WDU","HNH","180","ORP > VIC"
"WEA","DRG","120","WEA > GFD"
"WEA","EAL","120","HAY > PAD"
"WEA","STL","300","PAD > HAY"
"WEE","GRB","180","WON > COL"
"WEE","TLS","300","WTM > WON"
"WEL","BDM","1320","DBY > STP"
"WEL","KET","600","STP > COR"
"WET","HRS","480","KNA > LDS"
"WET","PNL","360","LDS > YRK"
"WEY","UPW","240","WEY > WAT"
"WFH","BSH","120","WFJ > EUS"
"WFH","WFJ","420","EUS > WFJ"
"WFI","DBR","300","IPS > FLX"
"WFI","IPS","540","FLX > IPS"
"WFI","WDB","600","IPS > LWT"
"WFJ","EUS","1080","BHM > EUS"
"WFJ","HML","480","SCY > MKC"
"WFJ","HRW","420","NMP > EUS"
"WFJ","KGL","240","EUS > TRI"
"WFJ","MKC","1260","EUS > BHM"
"WFJ","WFH","180","WFJ > EUS"
"WFJ","WFN","120","WFJ > SAA"
"WFL","BSN","1500","SKG > NOT"
"WFL","SKG","780","NOT > SKG"
"WFN","GSN","180","WFJ > SAA"
"WFN","WFJ","240","SAA > WFJ"
"WGA","BCH","180","RAM > VIC"
"WGA","MAR","180","VIC > RAM"
"WGC","HAT","180","LET > KGX"
"WGC","WLW","180","KGX > PBO"
"WGN","BYN","420","WGN > LIV"
"WGN","DSY","480","WGN > MCV"
"WGN","EBA","600","LIV > PRE"
"WGN","GSW","600","PRE > LIV"
"WGR","WNP","420","BKG > WHC"
"WGR","ZEH","480","WHC > BKG"
"WGT","ASP","600","CAR > WTH"
"WGT","DLS","480","BIF > CAR"
"WGV","SHI","180","TWY > HOT"
"WGV","TWY","300","HOT > TWY"
"WGW","APB","420","MIA > SOP"
"WGW","GST","240","MCV > SOP"
"WGW","HIN","300","KIR > SYB"
"WGW","INC","180","SOP > MCV"
"WGW","PEM","240","MCV > KIR"
"WGW","WHG","480","SOP > MIA"
"WHA","AFK","540","RAM > CHX"
"WHA","SDG","180","CHX > DVP"
"WHC","LEM","540","WHC > BKG"
"WHD","BSY","120","SRA > RMD"
"WHD","FNY","60","RMD > SRA"
"WHE","CLH","600","MCV > CLH"
"WHE","LHO","240","CLH > MCV"
"WHG","BON","480","SOP > MIA"
"WHG","HIN","240","HUD > WGW"
"WHG","WGW","480","MIA > SOP"
"WHI","CSW","180","VIC > RAM"
"WHI","FAV","480","RAM > VIC"
"WHM","CBK","300","SAL > EXD"
"WHM","FNT","360","EXD > WAT"
"WHN","HUY","240","MIA > LIV"
"WHN","RNH","180","LIV > WBQ"
"WHP","CRI","180","SEV > SAC"
"WHP","KTN","240","SAC > SUO"
"WHP","MIL","420","BMS > SAC"
"WHP","SAC","780","SEV > BDM"
"WHP","STP","420","LUT > SUO"
"WHS","CAT","300","LBG > CAT"
"WHS","WHY","120","CAT > VIC"
"WHY","KLY","180","CAT > VIC"
"WHY","WHS","120","LBG > CAT"
"WIC","BLB","240","WIC > SMN"
"WID","HGN","180","MCO > LIV"
"WID","LPY","600","NRW > LIV"
"WID","SNK","300","LIV > MCO"
"WID","WAC","480","LIV > NRW"
"WIJ","ACC","240","SRA > RMD"
"WIJ","HDN","120","EUS > WFJ"
"WIJ","KNL","120","WFJ > EUS"
"WIJ","KNR","120","RMD > SRA"
"WIJ","SPB","420","SRA > CLJ"
"WIL","DBY","660","BHM > NOT"
"WIM","EAD","180","WAT > WAT"
"WIM","HYR","120","SUO > BDM"
"WIM","RAY","180","WAT > SHP"
"WIM","SUR","420","WAT > GLD"
"WIM","WBO","180","LUT > SUO"
"WIN","BSK","1020","POO > WAT"
"WIN","ESL","600","WAT > WEY"
"WIN","SHW","300","WAT > POO"
"WIN","SOA","420","MAN > BMH"
"WIN","WOK","1920","WEY > WAT"
"WIV","ALR","240","WTM > WON"
"WIV","COL","780","CLT > COL"
"WIV","HYH","240","WON > COL"
"WKD","ATN","300","MCV > KIR"
"WKD","MSD","240","KIR > SYB"
"WKD","SLD","780","WGN > MCV"
"WKD","SNN","300","SOP > MCV"
"WKF","DON","960","HGT > KGX"
"WKF","LDS","780","KGX > LDS"
"WKF","OUT","240","DON > LDS"
"WKF","SNA","180","LDS > DON"
"WKF","WKK","180","WKF > HUD"
"WKG","FLM","300","BIF > CAR"
"WKG","HRR","240","CAR > WTH"
"WKI","HYK","180","WKI > WKI"
"WKK","BNY","900","LDS > SHF"
"WKK","DON","2040","BDI > KGX"
"WKK","LDS","1140","NOT > LDS"
"WKK","MIR","960","WKF > HUD"
"WKK","NOR","300","SHF > LDS"
"WKK","SHC","480","WKK > KNO"
"WKK","WKF","300","HUD > WKF"
"WKM","BCE","360","RDG > WAT"
"WKM","CRN","300","RDG > SFR"
"WKM","RDG","720","RDH > RDG"
"WKM","WNS","180","WAT > RDG"
"WLC","ENL","180","BIS > SRA"
"WLD","CWU","300","ORE > CHX"
"WLE","MCH","660","PBO > IPS"
"WLE","PBO","660","IPS > PBO"
"WLG","NBN","300","NBN > NBN"
"WLG","WLV","120","NBN > NBN"
"WLI","BXH","120","CHX > DFD"
"WLI","FCN","180","DFD > VIC"
"WLN","OKN","300","SHR > BHM"
"WLN","SHR","840","BHM > SHR"
"WLO","BLN","180","HNX > SOP"
"WLO","SFL","120","SOP > LVC"
"WLS","BTE","240","PMH > SOU"
"WLS","SHO","180","SOU > PMS"
"WLT","WDO","180","EPS > LBG"
"WLV","BKN","240","NBN > NBN"
"WLV","WLG","60","NBN > NBN"
"WLW","KBW","240","KGX > PBO"
"WLW","KGX","1200","RYS > KGX"
"WLW","WGC","240","LET > KGX"
"WLY","HYC","180","RSH > MAN"
"WLY","RML","180","MAN > RSH"
"WMA","BRG","420","CBW > VIC"
"WMA","EML","180","VIC > AFK"
"WMB","HRW","300","CDN > WFJ"
"WMB","NWB","120","EUS > WFJ"
"WMB","SBP","180","WFJ > EUS"
"WMB","SPB","900","MKC > ECR"
"WMC","BER","240","SAV > LMS"
"WMC","CLV","420","SAV > MYB"
"WMC","STY","180","SBJ > SAV"
"WMC","WWW","240","SAV > SBJ"
"WMD","ATL","360","NRW > CBG"
"WMD","NRW","900","CBG > NRW"
"WME","CDN","180","TAT > VIC"
"WME","CHP","180","PUR > TAT"
"WML","ALD","180","MAN > CRE"
"WML","HTH","180","CRE > MAN"
"WML","SPT","540","EUS > MAN"
"WMN","DMH","240","SOU > GMV"
"WMN","SAL","1380","BRI > SAL"
"WMR","DDG","360","WOS > DDG"
"WMR","SOL","120","LMS > WOS"
"WNC","SLO","360","WNC > SLO"
"WND","GMN","360","AVP > MYB"
"WND","SKM","240","MYB > AVP"
"WNE","WTO","480","NOT > BHM"
"WNF","FLE","300","SOU > WAT"
"WNF","HOK","240","WAT > BSK"
"WNM","WOR","360","TAU > BPW"
"WNM","WSM","180","BPW > TAU"
"WNN","CNF","960","LDS > MCM"
"WNP","LER","480","BKG > WHC"
"WNP","WGR","360","WHC > BKG"
"WNS","WKM","240","RDG > WAT"
"WNS","WTI","120","WAT > RDG"
"WNT","CLJ","180","WYB > WAT"
"WNT","PUT","180","WAT > WYB"
"WNW","GIP","180","LBG > BKJ"
"WNW","SRH","240","LBG > VIC"
"WNW","TUH","240","BKJ > TUH"
"WOB","APG","180","BLY > BDM"
"WOB","BWB","240","BDM > BLY"
"WOF","DTW","480","HFD > BHM"
"WOF","MVL","480","SOU > GMV"
"WOF","WOS","180","GMV > WSB"
"WOH","OXT","300","VIC > EGR"
"WOH","UWL","240","EGR > VIC"
"WOK","BKO","360","WAT > BSK"
"WOK","BSK","1140","WAT > SAL"
"WOK","CLJ","1140","EXD > WAT"
"WOK","GLD","540","WAT > PMH"
"WOK","HWX","2700","WOK > HTR"
"WOK","SUR","660","SOU > WAT"
"WOK","WAT","1680","WEY > WAT"
"WOK","WBY","300","FNH > WAT"
"WOK","WPL","240","WAT > HSL"
"WOL","MKC","240","BHM > EUS"
"WOL","NMP","780","EUS > NMP"
"WOM","BNY","360","SHF > LDS"
"WOM","ELR","180","HUD > SHF"
"WON","FRI","180","WON > COL"
"WOO","WRM","360","WEY > WAT"
"WOR","WNM","300","BPW > TAU"
"WOR","YAT","360","TAU > BPW"
"WOS","ASC","1020","GMV > WSB"
"WOS","DTW","420","WOS > DDG"
"WOS","PSH","480","WOF > PAD"
"WOS","WOF","120","SOU > GMV"
"WPE","ROE","120","DLJ > NWX"
"WPE","SDE","120","CLJ > DLJ"
"WPL","GLD","300","WAT > HSL"
"WPL","WOK","240","PMS > WAT"
"WRB","MIS","360","HPQ > CBG"
"WRH","DUR","240","BTN > BOG"
"WRH","EWR","180","BOG > BTN"
"WRH","LAC","240","SOU > BTN"
"WRH","SSE","360","LIT > HHE"
"WRH","WWO","120","BTN > WWO"
"WRK","RET","600","SCU > LCN"
"WRK","SRO","240","LCN > AWK"
"WRK","WWL","540","WRK > NOT"
"WRL","CAR","780","NCL > CAR"
"WRM","DCH","900","WAT > WEY"
"WRM","HOL","240","WEY > WAT"
"WRN","CMR","240","SHM > NRW"
"WRN","SHM","300","NRW > SHM"
"WRP","HTN","300","LMS > WOS"
"WRP","SOL","660","MYB > BSW"
"WRP","WRW","180","KID > MYB"
"WRS","HOW","240","YRK > HUL"
"WRT","HXM","420","SHM > NRW"
"WRT","NWA","300","NRW > SHM"
"WRU","GER","720","MYB > GER"
"WRU","NLT","300","GER > MYB"
"WRW","LMS","300","KID > MYB"
"WRW","WRP","180","MYB > BSW"
"WSA","LPY","240","LIV > MCO"
"WSA","MSH","180","MCO > LIV"
"WSB","FRO","540","GCR > WEY"
"WSB","TRO","360","WEY > BRI"
"WSB","WMN","420","BRI > SAL"
"WSE","DLH","420","AFK > HGS"
"WSF","CRE","480","LIV > BHM"
"WSF","HTF","240","WSL > LIV"
"WSL","BLX","420","BHM > RGL"
"WSL","BSC","180","WSL > WVH"
"WSL","TAB","300","RGL > BHM"
"WSM","HIG","600","BPW > TAU"
"WSM","TAU","1320","MAN > PGN"
"WSM","WNM","180","TAU > BPW"
"WSM","YAT","600","PGN > PAD"
"WSR","DVN","120","HAZ > PRE"
"WSR","HAZ","240","PRE > HAZ"
"WSU","SUC","120","SUO > BDM"
"WSU","SUO","180","LUT > SUO"
"WSW","BAL","120","MKC > ECR"
"WSW","CLJ","180","CAT > VIC"
"WTB","RUS","240","WTB > MBR"
"WTE","SRL","120","SAV > SBJ"
"WTE","WYT","120","SBJ > SAV"
"WTG","DOW","420","KLN > KGX"
"WTG","KLN","540","KGX > KLN"
"WTH","CKL","180","CAR > BIF"
"WTH","PRN","240","BIF > CAR"
"WTI","EAR","180","WAT > RDG"
"WTI","WNS","120","RDG > WAT"
"WTM","COL","900","WTM > WON"
"WTO","BHM","780","NOT > BHM"
"WTR","EFL","300","TON > SOO"
"WTR","YAL","240","SOO > TON"
"WTS","AMB","240","MAT > NCT"
"WTS","CMF","300","NCT > MAT"
"WTT","AST","120","WSL > WVH"
"WTT","PRY","120","WVH > WSL"
"WTY","HSL","420","WAT > HSL"
"WVF","BUG","120","LBG > BTN"
"WVF","HHE","240","SEF > VIC"
"WVF","PMP","360","VIC > HGS"
"WVH","BBK","360","BHM > SHR"
"WVH","BHM","960","MAN > BMH"
"WVH","CSY","300","LIV > BHM"
"WVH","PKG","540","WSL > LIV"
"WVH","SAD","540","SHR > BHM"
"WVH","STA","720","BMH > MAN"
"WWA","ABW","240","CHX > GLM"
"WWA","CTN","240","GLM > CHX"
"WWI","EDN","120","HYS > CHX"
"WWL","CWD","180","WRK > NOT"
"WWL","WRK","660","NOT > WRK"
"WWO","DUR","120","BTN > LIT"
"WWO","WRH","120","SOU > BTN"
"WWR","CLJ","600","DLJ > CLJ"
"WWR","CLP","120","CLJ > DLJ"
"WWW","HNL","240","SAV > SBJ"
"WWW","WMC","360","SBJ > SAV"
"WYB","ASN","240","WYB > WAT"
"WYB","WAL","240","FNH > WAT"
"WYB","WOK","420","WAT > BSK"
"WYE","AFK","420","RAM > AFK"
"WYE","CBW","660","CHX > RAM"
"WYE","CIL","360","CHX > CBW"
"WYL","CRD","120","LTV > RDC"
"WYL","SUT","120","RDC > FOK"
"WYM","BLO","360","HEX > MBR"
"WYM","PRU","240","MBR > HEX"
"WYT","EWD","120","SBJ > SAV"
"WYT","WTE","120","SAV > SBJ"
"YAE","BPW","540","GMV > WSB"
"YAE","CDU","840","SOU > GMV"
"YAL","BEG","180","SOO > TON"
"YAL","WTR","180","TON > SOO"
"YAT","NLS","360","PGN > PAD"
"YAT","WOR","300","BPW > TAU"
"YEO","CDI","480","BNP > EXM"
"YEO","COP","300","EXM > BNP"
"YET","CNO","240","GCR > WEY"
"YET","THO","120","WEY > BRI"
"YRD","HLG","180","SAV > SBJ"
"YRD","SRL","180","WOF > WTE"
"YRK","CHF","900","YRK > LDS"
"YRK","DAR","1500","WIN > NCL"
"YRK","DHM","2700","MIA > NCL"
"YRK","GRF","900","MBR > MIA"
"YRK","KGX","7380","SUN > KGX"
"YRK","LDS","1500","NCL > LIV"
"YRK","MIK","840","YRK > PRE"
"YRK","MLT","1440","LIV > SCA"
"YRK","NTR","1200","LIV > NCL"
"YRK","SBY","1200","YRK > HUL"
"YRK","THI","960","MIA > MBR"
"YRM","NTR","840","MBR > MIA"
"YRM","TBY","540","MIA > MBR"
"YVB","YVJ","300","YVP > YVJ"
"YVB","YVP","300","YVJ > YVP"
"YVJ","CKN","540","SAL > EXD"
"YVJ","SHE","360","EXD > WAT"
"YVJ","YVB","420","YVJ > YVP"
"YVP","CLC","780","WEY > BRI"
"YVP","THO","240","GCR > WEY"
"YVP","YVB","600","YVP > YVJ"
"ZCW","ROE","60","CLJ > DLJ"
"ZCW","SQE","60","DLJ > NWX"
